,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
91,Amrita Vishwa Vidayapeetham,India,0.0020411726288676,0.9816306331379115,0.002040986077603,0.0020410907086616,0.0020409436659218,0.0020413196839667,0.002040907177645,0.0020409984252124,0.0020410442125866,0.0020409042816231,"['Facial Landmark Detection', 'Face Position', 'Facial Emotion Recognition', 'Semantic segmentation', 'Benchmark Datasets', 'Predictive models', 'Low-resolution Images', 'Benchmark testing', 'Convolutional Neural Network', 'Machine Learning Library', 'Facial Appearance', 'Face Recognition', 'Video Frames', 'Face Detection', 'Image motion analysis', 'Computer Vision', 'Python Module', 'Head Pose', 'Facial Expressions', 'Optical Flow Approach', 'Deepfake', 'Maintenance engineering', 'Deep Learning', 'Computer Vision Problems', 'Landmark Detection', 'Ultraviolet sources', 'Facial Points', 'Emotion Recognition', 'Computational modeling', 'Face Images', 'media pipe Facial Landmark', 'Semantic Segmentation', 'Ability Of The Device', 'Optical Flow', 'Common Methodology', 'Python Library', 'Face Model', 'OpenCV', 'Human Faces']",cells frequency antenna communication array,7,Telecommunication Engineering
92,Amrita Vishwa Vidyapeetham,India,0.0125002615906384,0.0125009507163367,0.0125008468404341,0.4868185553414423,0.0125018230637982,0.0125001259051832,0.0125017568999094,0.4131730379137115,0.0125015401213626,0.012501101607183,"['Low-density Lipoprotein Cholesterol', 'F1 Score', 'Classification', 'Stratified Sampling', 'Prediction Model', 'Addiction', 'Learning Algorithms', 'Machine Learning Models', 'LightGBM', 'Target Variable', 'Random Forest Method', 'Naive Bayes', 'Medical parameters', 'Unhealthy Habits', 'Explainable AI', 'Receiver Operating Characteristic Curve', 'Mental health', 'Explainability AI', 'Machine learning', 'Random Forest', 'Extreme Gradient Boosting', 'Drinker', 'Smoker', 'Logistic regression', 'Machine Learning', 'Gradient Boosting', 'Alcohol Consumption', 'Secondhand Smoke', 'Tobacco Use', 'Smoking Intensity', 'Explainable Artificial Intelligence', 'Decision Tree', 'Alcoholic', 'Decision making', 'AdaBoost', 'Machine Learning Classification Models', 'K-nearest Neighbor', 'Boosting', 'Drinking Habits', 'Unstructured Data', 'Insurance', 'XGBoost', 'Logistic Regression']",covid 19 analysis optical acid,4,Disease Analysis
93,Amritsar,India,0.7540246847106741,0.0012659806509225,0.0012659011884806,0.001266016539502,0.235846707149941,0.0012658896831023,0.0012660885274755,0.001266034207204,0.0012660066889345,0.0012666906537631,"['Immigration Rates', 'Wireless sensor networks', 'Mutation Rate', 'Network Lifetime', 'Island Biogeography', 'Energy consumption', 'Dense Clusters', 'Cluster Head', 'Simulation', 'Wireless communication', 'Combinatorial Optimization Problem', 'Emigration Rates', 'Load Distribution', 'Biogeography-based Optimization', 'Received Signal Strength Indicator', 'Stability', 'Residual Energy', 'Power demand', 'Fitness Function', 'Throughput', 'Clustering', 'Wireless Sensor Networks', 'Clustering Method', 'Suitability Index', 'Biogeography-based optimization', 'Clustering algorithms', 'Increase In Lifetime', 'Clustering Process', 'Species Counts', 'Sensor Networks', 'Load Balancing', 'Heterogeneous Wireless Sensor Networks', 'Normal Nodes', 'Clustering Problem', 'Clustering methods']",learning network data model neural,3,Artificial Intelligence
94,Angthong Hospital,Thailand,0.01111120813791,0.0111115529246348,0.0111112085047457,0.0111113296209692,0.0111111113933854,0.0111111111786522,0.0111115500146846,0.5635056028453719,0.3476023566624822,0.0111129687171636,"['Bamboo', 'Charcoal production', 'Heat distribution pipe', 'Metal kiln', 'Wood vinegar']",carbon oil acid properties kidney,9,Chemical Science
95,Anhui,China,0.4302276346349241,0.0010528451148777,0.0511766196655417,0.0010528825469255,0.0010526652547587,0.2597008624663594,0.0010527514513694,0.0010527086201137,0.2525783582619693,0.0010526719831601,"['Ultrafast optics', 'Sun', 'Spectral Bands', 'Cherenkov Radiation', 'Transverse Direction', 'Terahertz Spectroscopy', 'Longitudinal Direction', 'Potential Applications In Imaging', 'Mathematical models', 'Spectroscopy', 'Terahertz Imaging', 'Field Strength', 'High Charge', 'electron bunch', 'Cherenkov radiation', 'Imaging Applications', 'Simulation Verification', 'High-power Terahertz', 'Terahertz Region', 'Terahertz Time-domain Spectroscopy', 'Application Of Spectroscopy', 'Theoretical Verification', 'Optical Pulse', 'Temporal Dimension', 'Charge Density', 'Photocathode', 'Terahertz Pulse', 'Transverse Cross-section', 'Coherent Radiation', 'Electron guns', 'Dielectric Medium', 'Broadband antennas', 'Dielectrics', 'terahertz (THz) pulse', 'Science And Technology', 'High-intensity Pulses', 'Electron Gun', 'Detailed Theoretical Analysis', 'Radiative Properties']",learning network data model neural,3,Artificial Intelligence
96,Anhui Institute of Information Technology,China,0.8500125314999136,0.0050001370728409,0.005000029623663,0.0050002547541957,0.0050000760584199,0.0050000829459983,0.0050012712553728,0.0050000568843587,0.0050003777141496,0.1099851821910871,"['Raw Data', 'Viral Attack', 'CAIM Algorithm', 'Prediction methods', 'Situational Factors', 'Massive Amounts Of Data', 'Computer Technology', 'Redundant Data', 'Situational Awareness', 'Face Processing', 'Factor XI', 'Prediction algorithms', 'Intelligent Learning Algorithms', 'Situation Assessment', 'Data Mining Technology', 'Random Variables', 'Algorithm In This Study', 'Radial Basis Function', 'Bayesian Model', 'Face Greater Challenges', 'Graphic Images', 'Cybersecurity', 'Heuristic algorithms', 'Computational modeling', 'Classification Decision', 'Discrete Algorithm', 'Viruses (medical)', 'Data Fusion', 'Data Mining', 'Network security', 'Bayes methods', 'Intelligence Algorithms', 'Security Risks', 'Security Posture', 'Field Of Security', 'Network Security Situational Awareness', 'Neural Network', 'Assessment Methods', 'Bayesian Approach']",learning network data model neural,3,Artificial Intelligence
97,Anhui Key Laboratory of Electric Drive and Control,China,0.0062503930265192,0.006250381475117,0.0062501122105798,0.0062500000188068,0.0062500617929644,0.9437475288818982,0.0062500000192065,0.0062502443286118,0.0062511660627027,0.0062501121835932,"['Random Forest Algorithm', 'particle swarm algorithm', 'Forecasting Model', 'Particle Swarm Algorithm', 'Optimal Weight', 'Adaptive Learning', 'Predictive models', 'Random Forest', 'Backpropagation', 'Mean Square Error', 'BP neural network', 'Prediction algorithms', 'Back Propagation Neural Network', 'temporary-term power load forecasting', 'Prediction Accuracy', 'Balanced Accuracy', 'Statistics', 'Electricity Load Forecasting', 'Forecast Accuracy', 'Load Forecasting', 'Ultimate Value', 'Fitness Function', 'Search Optimization', 'Sociology', 'Particle Swarm', 'Neural networks', 'Electrical Load', 'chaotic initialization', 'Local Optimum', 'Short-term Power', 'nonlinear inertia weights', 'Load Prediction', 'Demand Forecasting', 'Iterative algorithms', 'Convergence Rate', 'Particle Speed', 'Load forecasting']",control species activity antioxidant thailand,6,Environmental Science
98,Anhui Normal University,France,0.0100054762162274,0.0100000000447847,0.0100003424225229,0.0100002069333232,0.6023969338665359,0.0100002337220673,0.3175910754123186,0.0100016224724159,0.0100030115115282,0.0100010973982754,"['Galaxies: Active', 'Galaxies: Evolution', 'Galaxies: High-redshift', 'Galaxies: Photometry', 'Galaxies: Star formation', 'Submillimeter: Galaxies']",hiv thailand bone cells poly,5,Biomedical Research
99,Anhui Polytechnic University,China,0.6227633816166939,0.0014089581631804,0.0014085335593691,0.1106608646651017,0.050706981802595,0.0014088840240746,0.0014086723171304,0.0242705703088906,0.1845545888046331,0.001408564738331,"['Random Forest Algorithm', 'particle swarm algorithm', 'Forecasting Model', 'Particle Swarm Algorithm', 'Optimal Weight', 'Adaptive Learning', 'Predictive models', 'Random Forest', 'Backpropagation', 'Mean Square Error', 'BP neural network', 'Prediction algorithms', 'Back Propagation Neural Network', 'temporary-term power load forecasting', 'Prediction Accuracy', 'Balanced Accuracy', 'Statistics', 'Electricity Load Forecasting', 'Forecast Accuracy', 'Load Forecasting', 'Ultimate Value', 'Fitness Function', 'Search Optimization', 'Sociology', 'Particle Swarm', 'Neural networks', 'Electrical Load', 'chaotic initialization', 'Local Optimum', 'Short-term Power', 'nonlinear inertia weights', 'Load Prediction', 'Demand Forecasting', 'Iterative algorithms', 'Convergence Rate', 'Particle Speed', 'Load forecasting']",learning network data model neural,3,Artificial Intelligence
100,Anhui University,China,0.0090910073708822,0.0090962649711926,0.0090909312180057,0.0090924987961869,0.009095320574724,0.009090909179742,0.0090910336609298,0.0090942094223695,0.0090910168026369,0.9181668080033298,"['Energy Harvesting', 'Simulation', 'Non-volatile Memory', 'Radiation Tolerance', 'Feedback Loop', 'Reliability engineering', 'Ferroelectric Field-effect Transistor', 'Storage Elements', 'C Elements', 'Inverter', 'Latches', 'Values Of A1', 'Ferroelectric Layer', 'Resistance State', 'Nonvolatile memory', 'Ferroelectric Materials', 'Performance evaluation', 'Polarization State', 'Voltage Divider', 'Random Access Memory', 'Radiation hardening (electronics)', 'State Of The Device', 'Resistive Random Access Memory', 'Feedback Circuit', 'Circuits and systems', 'Power Outages', 'Spin Transfer Torque', 'Store Of Value']",thailand social business based technology,1,Social and Business Studies
101,Animal Teaching Hospital,Thailand,0.5109515479535318,0.0071483675915717,0.0071428727786314,0.0071438999228747,0.0071438716688864,0.4318949317090685,0.0071457476034476,0.0071428804555423,0.0071428675042573,0.0071430128121879,['Not Available'],learning network data model neural,3,Artificial Intelligence
102,Ann Arbor,Singapore,0.0111206970950773,0.0111131967628883,0.0111116381739204,0.0111111890034875,0.5161683325440847,0.0111121317841445,0.0111156941716989,0.3949208888862456,0.011112806612732,0.0111134249657204,"['family caregiving', 'intergenerational support', 'long-term care', 'older persons', 'Thailand']",hiv thailand bone cells poly,5,Biomedical Research
103,Annamalai University,India,0.4919808033923035,0.4957107032144365,0.0015384832236015,0.0015387430545386,0.0015384945227649,0.0015385237799011,0.0015384888948811,0.0015384879004077,0.0015387283440959,0.0015385436730689,"['Classification algorithms', 'Root Mean Square Error', 'Cognitive Maturity', 'Mean Absolute Error', 'Relative Absolute Error', 'Computer science education', 'Mean Square Error', 'Receiver Operating Characteristic Curve', 'Learning Styles', 'Classification Algorithms', 'Decision Tree', 'Metacognitive Skills', 'Bayesian Classifier', 'Support Vector Machine', 'Classification Techniques', 'computer programming', 'Prediction Analysis', 'Tree Size', 'Predictive models', 'Numerical models', 'Prediction Model', 'Standard Metrics', 'Supervised Learning', 'Confusion Matrix', 'Kappa Statistic', 'Level Of Accuracy', 'Information Gain', 'Tree Pruning', 'Root Node', 'Multiple Intelligences', 'Decision making', 'Decision Tree Classifier', 'Prediction algorithms', 'Learning Management System', 'Random Forest', 'Measurement', 'Leaf Node', 'Common Metrics']",cells frequency antenna communication array,7,Telecommunication Engineering
104,Antofagasta,Italy,0.7961545462585643,0.0011905952545103,0.0011905233828644,0.1943208861656348,0.0011905068621408,0.0011906288594245,0.0011906170785656,0.0011905407318174,0.0011905751185544,0.0011905802879232,"['stars: evolution', 'Galaxy: open clusters and associations: individual', 'methods: data analysis']",learning network data model neural,3,Artificial Intelligence
105,Anurag University,India,0.0023262440643171,0.0023263253279858,0.002325620076871,0.0023258700646682,0.0023259223131238,0.3875801450985878,0.0023256400721215,0.0023264641826299,0.5938116729184834,0.002326095881211,"['Voltage Signal', 'Disturbance Signal', 'Types Of Disturbances', 'Continuous Wavelet', 'Voltage Imbalance', 'Coefficient Plots', 'Power Quality', 'Signal Processing', 'Electric Power', 'Voltage Loss', 'Mother Wavelet', 'Original Signal', 'Transient Voltage', 'Wavelet toolbox', 'Signal processing', 'Voltage Sag', 'Continuous wavelet transform', 'Continuous wavelet transforms', 'Voltage Spikes', 'Graphical User Interface', 'Wavelet Analysis', 'RMS Voltage', 'Morlet Wavelet', 'Morlet wavelet', 'Command line interface', 'Function Of Time', 'Command Line', 'Voltage fluctuations', 'Voltage Quality', 'Voltage Variation', 'Wavelet Transform', 'Time Domain', 'Functional Scale', 'Graphical Tool', 'Transient Signal', 'Power quality', 'Smart grids', 'Voltage Rise', 'Visualization', 'Continuous Wavelet Transform', 'Voltage variations', 'Wavelet analysis']",energy power voltage analysis electric,8,Energy and Power Systems
106,Apache Point Observatory,United Kingdom,0.294254649551007,0.0100004725814828,0.0100000148391862,0.0100005040498464,0.0100000701702603,0.0100000793806321,0.6257429939172416,0.0100000310339332,0.0100010470343091,0.0100001374421007,"['galaxies: evolution', 'galaxies: formation', 'galaxies: general']",vaccine learning drug thai molecular,2,Pharmaceutical Science
107,Applied Science Private University,Malaysia,0.6051263502148241,0.0021283611740575,0.0021285530081183,0.0021282348649044,0.0887621835183751,0.0021279667010497,0.0021282051743313,0.0021281817171455,0.29121415273556,0.0021278108916338,"['Machine Learning Approaches', 'National Team', 'Mobile Learning', 'Player Performance', 'Use Of Prediction Models', 'Machine learning', 'Team Players', 'Predictive Models', 'Outcome Of The Game', 'Analytical models', 'Management Team', 'History', 'Matching Results', 'Winner Team', 'Predictive models', 'Tournament', 'Random Forest', 'Bayesian Classifier', 'Bayes Classifier', 'Prediction Accuracy', 'Successful Teams', 'PSL', 'Past Performance', 'Fans', 'Machine Learning Techniques', 'Including Machine Learning', 'Review Of Models', 'Systematics', 'Support Vector Machine', 'Ranking (statistics)', 'Naive Bayes', 'Machine Learning', 'Team Performance', 'World Cup', 'Prediction Model']",learning network data model neural,3,Artificial Intelligence
108,Aquatic Animal Genetics Research and Development Division,Thailand,0.0111112428505772,0.0111111112270356,0.8999960097825933,0.0111111112205299,0.0111131778420597,0.0111111112264218,0.0111117652163388,0.0111111111890329,0.0111114640859785,0.0111118953594314,"['Cross-species amplification', 'Genetic variation', 'Microsatellite', 'Oyster']",cancer health stress cell thailand,0,Medical Science
109,Aravind Eye Care System,China,0.4489987293378476,0.0083335526989163,0.0083377533410066,0.0083351370190437,0.0083335854145374,0.0083351798405849,0.0083349208713039,0.1134079143849959,0.0083344675893001,0.3792487595024631,['Not Available'],learning network data model neural,3,Artificial Intelligence
110,Ariake College,Thailand,0.0071488493106182,0.2453899445404056,0.0071449568850682,0.0071430859799376,0.0071432905526566,0.4793852328680952,0.0071440716222625,0.007144106266348,0.0071443427597185,0.2252121192148892,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
111,Aristotle University of Thessaloniki,Greece,0.1570538592708305,0.2204301755929728,0.0012501180291261,0.0012502003136414,0.001250068608117,0.0012501129995155,0.0012500932195875,0.0012500171290897,0.6137652453840351,0.0012501094530841,"['Current measurement', 'Distribution Gap', 'Discharge Inception', 'Spherical Surface', 'Experimental Arrangement', 'Electrode Placement', 'Electric Field Distribution', 'High-voltage techniques', 'Polymers', 'Positive Ramp', 'Rate Of Rise', 'Electric Field Strength', 'Perfect Contact', 'Voltage measurement', 'Positive Voltage', 'Surface States', 'Sphere Of Radius', 'Poor Contact', 'Dielectric Constant', 'Insulation System', 'Application Of Voltage', 'Radius Ratio', 'Partial discharges', 'Air Gap', 'Surface discharges', 'Partial Discharge', 'Surface charging']",energy power voltage analysis electric,8,Energy and Power Systems
