,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
1709,State Grid Jiangxi Electric Power Research Institute,China,0.919795105,0.001162896,0.001162985,0.001162833,0.001162945,0.001162857,0.001163109,0.001162904,0.001162936,0.07090143,"['Particle Swarm Optimization', 'Input Feature Vector', 'Transient Simulation', 'Power system stability', 'Synchronous generators', 'Optimal Model', 'Power System', 'Types Of Defects', 'Reactive power optimization', 'Analytical models', 'Reactive power', 'System Fault', 'Bus Voltage', 'Stability Margin', 'Predictive models', 'Stability analysis', 'Steady State', 'Generators', 'Dynamic Power', 'XGBoost', 'Steady-state Method', 'Optimal Power', 'Power Grid', 'Particle Swarm', 'Systemic Loss', 'Transient Voltage', 'General System', 'Synchronous Generator', 'Classification Model', 'Stability Of System', 'Transient Voltage Stability', 'Optimization Algorithm', 'Support Vector Machine', 'Optimal Reactive Power', 'Network Loss', 'Machine Learning', 'Transient Stability', 'Input Features', 'Voltage transient stability']",learning network data model neural,3,Artificial Intelligence
1710,State Grid Jibei Electric Power Company Limited,China,0.693187181,0.167006177,0.001886864,0.001887277,0.001886866,0.001886994,0.023008099,0.00188681,0.105476649,0.001887084,"['Distribution Network', 'cooperative game', 'Privacy', 'Cooperative Game', 'Power System', 'Renewable Energy Resources', 'Operational Costs', 'Games', 'Renewable Energy', 'Microgrids', 'alternating direction method of multipliers', 'Emissions Trading', 'Renewable Generation', 'multi-microgrids scheduling', 'Photovoltaic', 'Renewable energy sources', 'Scheduling Model', 'Costs', 'Power smoothing', 'Game Theory', 'Coalition Formation', 'Greenhouse Gas', 'Scheduling Method', 'Upstream Network', 'Fluctuations', 'Market Power', 'Sharpley Value', 'Lagrange Multiplier', 'Cooperative Scheduling']",learning network data model neural,3,Artificial Intelligence
1711,State Grid Jibei Electric Power Company Limited Management Training Center,China,0.012500565,0.210106214,0.012509803,0.012505417,0.012502228,0.68986078,0.012506585,0.012503915,0.012501108,0.012503384,"['Correlation', 'Correct Value', 'Wind Power', 'spatio-temporal correlation', 'Wind Speed Data', 'Partial Autocorrelation Function', 'Training Set', 'Predictive models', 'Gaussian Copula', 'Accuracy', 'Wind speed', 'Autocorrelation Analysis', 'Spatiotemporal Correlation', 'Kernel Density Estimation Method', 'Expansion Factor', 'Wind Turbine', 'Expectation Maximization', 'Empirical Mode Decomposition', 'Short-term Prediction', 'Ensemble Empirical Mode Decomposition', 'error correction', 'Akaike Information Criterion', 'Autocorrelation Function', 'Wind Farm', 'Wind farms', 'Time Series', 'Prediction Error', 'Temporal Correlation', 'Error Correction Model', 'Marginal Distribution Functions', 'Correction Model', 'Wind power generation', 'Residual Block', 'time-varying filtering empirical modal decomposition', 'Instantaneous Frequency', 'Short-term Wind Speed Prediction', 'Time series analysis', 'Prediction Model', 'Temporal Convolutional Network']",control species activity antioxidant thailand,6,Environmental Science
1712,State Grid Jibei Langfang Electric Power Company Limited,China,0.979998859,0.002222274,0.002222336,0.002222348,0.002222282,0.002222324,0.002222439,0.002222381,0.002222405,0.002222353,"['Distribution Network', 'cooperative game', 'Privacy', 'Cooperative Game', 'Power System', 'Renewable Energy Resources', 'Operational Costs', 'Games', 'Renewable Energy', 'Microgrids', 'alternating direction method of multipliers', 'Emissions Trading', 'Renewable Generation', 'multi-microgrids scheduling', 'Photovoltaic', 'Renewable energy sources', 'Scheduling Model', 'Costs', 'Power smoothing', 'Game Theory', 'Coalition Formation', 'Greenhouse Gas', 'Scheduling Method', 'Upstream Network', 'Fluctuations', 'Market Power', 'Sharpley Value', 'Lagrange Multiplier', 'Cooperative Scheduling']",learning network data model neural,3,Artificial Intelligence
1713,State Grid Jilin Electric Power Company Limited,China,0.001960937,0.205649998,0.001960879,0.627955995,0.001960935,0.001961202,0.001960897,0.001961501,0.152666408,0.001961248,"['Electrical Load', 'Energy Consumption', 'Real-time Adjustment', 'Power system dynamics', 'Thermal loading', 'Real-time systems', 'Upper Limit', 'Electricity Consumption', 'Lower Limit', 'Power System', 'cross-period energy shift', 'Evaluation Method', 'Heat Storage', 'Heat Transfer', 'Jilin Province', 'Energy Generation', 'Real-time Power', 'Electrical Equipment', 'Thermal Stress', 'flexibility evaluation', 'Electric Heating', 'Thermal Storage', 'Loading Period', 'Numerical models', 'Indoor Temperature', 'Thermal Heat', 'Regulation', 'Equipment Conditions', 'real-time power regulation', 'Heating Equipment', 'Load Side', 'Flexible Loads', 'Decentralized Control', 'Dynamic Model', 'Numerical Weather Prediction', 'Automatic generation control', 'Regulation Ability', 'thermal storage electric heating', 'Thermal Dynamics', 'Fluctuations', 'Regulatory Capacity']",covid 19 analysis optical acid,4,Disease Analysis
1714,State Grid Jilin Electric Power Research Institute,China,0.00212826,0.002128599,0.002127755,0.743844616,0.002127867,0.002128543,0.002127758,0.002128205,0.239130414,0.002127983,"['Electrical Load', 'Energy Consumption', 'Real-time Adjustment', 'Power system dynamics', 'Thermal loading', 'Real-time systems', 'Upper Limit', 'Electricity Consumption', 'Lower Limit', 'Power System', 'cross-period energy shift', 'Evaluation Method', 'Heat Storage', 'Heat Transfer', 'Jilin Province', 'Energy Generation', 'Real-time Power', 'Electrical Equipment', 'Thermal Stress', 'flexibility evaluation', 'Electric Heating', 'Thermal Storage', 'Loading Period', 'Numerical models', 'Indoor Temperature', 'Thermal Heat', 'Regulation', 'Equipment Conditions', 'real-time power regulation', 'Heating Equipment', 'Load Side', 'Flexible Loads', 'Decentralized Control', 'Dynamic Model', 'Numerical Weather Prediction', 'Automatic generation control', 'Regulation Ability', 'thermal storage electric heating', 'Thermal Dynamics', 'Fluctuations', 'Regulatory Capacity']",covid 19 analysis optical acid,4,Disease Analysis
1716,State Grid Lishui Power Supply Company,China,0.415876813,0.469815518,0.014285714,0.014286288,0.01428598,0.014285714,0.014301926,0.014285943,0.014289797,0.014286305,"['Network Quantization', 'Neural Network Technology', 'Deep Neural Network Technology', 'Multi-task Learning', 'Model Construction', 'Deep Neural Network Model', 'Feature Extraction Network', 'Personnel Information', 'Personal Characteristics', 'Loss Function', 'Local Properties', 'Model Construction Process', 'Global Properties', 'Strong Generalization Ability', 'Hafnium', 'Matching Accuracy', 'Recognition Accuracy', 'Databases', 'Human Resources Department', 'Artificial neural networks', 'Human Characteristics', 'Model Building', 'Electrical engineering', 'Dataset Information', 'Deep Neural Network', 'Multitasking', 'Analytical models', 'Personnel Characteristic', 'Process design', 'Human Resource Management', 'High Accuracy Performance']",cells frequency antenna communication array,7,Telecommunication Engineering
1717,State Grid Shandong Electric Power Company,China,0.01250002,0.357319666,0.012503968,0.012500689,0.542660047,0.012504887,0.012504184,0.012501485,0.012500497,0.012504558,"['Battery Energy Storage', 'Wind Power', 'frequency regulation strategies of different wind speeds', 'Power System', 'Power system stability', 'Comprehensive Index', 'Index System', 'Frequency Regulation', 'Uncertainty', 'Renewable Energy', 'comprehensive assessment index system', 'Low Wind Speed', 'Grid Frequency', 'Wind speed', 'combined wind-storage power system', 'Control Strategy', 'Wind Turbine', 'Loading Period', 'Variable Speed', 'Energy Storage Systems', 'Wind Farm', 'Pitch Angle', 'Synchronous Generator', 'Stability Of System', 'Wind Speed Prediction', 'K-means', 'Doubly Fed Induction Generator', 'High Wind Speeds', 'Load Fluctuations', 'Wind power generation', 'Load Changes', 'Wind Load', 'Renewable Energy Sources', 'Pitch Control', 'Load Disturbance', 'wind speed and load forecasting', 'Fluctuations', 'Monte Carlo methods', 'Rotational Speed', 'Stability criteria']",hiv thailand bone cells poly,5,Biomedical Research
1718,State Grid Shandong Electric Power Research Institute,China,0.777843004,0.001408548,0.001408717,0.001408564,0.001408718,0.001408939,0.001408961,0.001408459,0.21088749,0.001408599,"['Renewable energy sources', 'Individual Clusters', 'Energy Storage Units', 'Stability analysis', 'Distributed Energy Storage', 'aggregation', 'Industrial electronics', 'Dispatching', 'Performance Parameters', 'Rated Power', 'state of charge', 'Total Power', 'new energy storage', 'Discharge Power', 'Storage Area', 'Wind Power', 'State Of Charge', 'Clustering Performance', 'Typical Scenario', 'Total Storage Capacity', 'Large-scale Energy Storage', 'Limited Power', 'Energy Storage Capacity', 'Type Of Storage', 'Liquid crystal on silicon', 'Load Power', 'Effective Theory', 'Power System', 'Lithium Batteries', 'Levelized Cost Of Electricity', 'Cycle Efficiency', 'Net Power', 'Duration Of Release', 'Power system stability', 'Internal Coordinates', 'Boundary Value', 'Stability Parameters', 'Fluctuations', 'Net Load', 'Aggregation Method']",learning network data model neural,3,Artificial Intelligence
1719,State Grid Tianjin Electric Power Company,China,0.009091483,0.009091127,0.009091548,0.009091607,0.009092378,0.009093722,0.009091314,0.151186107,0.138410056,0.646760658,"['Topology', 'AC-DC power converter', 'Insulated gate bipolar transistors', 'micro-grids', 'fault currents', 'Thyristors', 'Power system stability', 'Circuit faults', 'Voltage', 'Fault currents']",thailand social business based technology,1,Social and Business Studies
1720,State Grid Zibo power supply company State Grid Corporation of China,China,0.923390207,0.001471244,0.001470615,0.001472041,0.001470801,0.001470618,0.001471421,0.064841516,0.001470803,0.001470734,"['Computer science', 'Solar Energy', 'Saturation Current', 'Simulation Model', 'Reduce Pollution Emissions', 'Dc Capacitor', 'Photovoltaic systems', 'Voltage', 'Power Point Tracking', 'Photovoltaic Power', 'Short-circuit Current', 'Battery Temperature', 'Photovoltaic Power Generation', 'Information technology', 'Maximum Power Point', 'Solar Cells', 'Parallel Stacking', 'Output Power', 'PSCAD', 'Maximum Power', 'Maximum Output Power', 'Output Current', 'Photovoltaic System', 'MPPT', 'Maximum Power Point Tracking', 'Software', 'Open-circuit Voltage', 'Shadow Masking', 'Conductance Incremental Method', 'Light Intensity', 'Reference Temperature', 'Computational modeling', 'Maximum Point', 'PV Array']",learning network data model neural,3,Artificial Intelligence
1722,State Key Lab for Geological Processes and Mineral Resources,China,0.011111335,0.011114678,0.01111299,0.011113975,0.011114977,0.011113099,0.011111111,0.011114066,0.899976516,0.011117252,"['Calcite-structure carbonates', 'Crystal structure', 'Low-and high-temperature X-ray diffraction', 'Thermal expansion']",energy power voltage analysis electric,8,Energy and Power Systems
1723,State Key Lab of Fabrication Technologies for Integrated Circuits,China,0.101519454,0.604759727,0.001538727,0.001538925,0.00153861,0.02054499,0.001538542,0.001538679,0.263943735,0.00153861,"['Leakage currents', 'Late Time', 'Three-dimensional displays', 'High Nonlinearity', 'Current density', 'I-V Curves', '3D Array', 'Performance evaluation', 'Very large scale integration', 'Read Voltage', 'Sensors', 'Read Latency', 'Energy Band']",cells frequency antenna communication array,7,Telecommunication Engineering
1724,State Key Lab of Intelligent Transportation System,China,0.764450739,0.001695019,0.001695731,0.001694933,0.131428524,0.001695076,0.092254469,0.001695028,0.001695111,0.00169537,"['Adaptation models', 'multi-stream interactions', 'Convolutional neural networks', 'graph convolutional network', 'Trajectory', 'fuzzy theory', 'Vehicle dynamics', 'Task analysis', 'Semantics', 'Trajectory prediction', 'Predictive models']",learning network data model neural,3,Artificial Intelligence
1725,State Key Lab of Power Systems,China,0.311149015,0.001851993,0.073665905,0.001852062,0.0018519,0.089493711,0.001852801,0.001852339,0.514578231,0.001852042,"['Magnetic Components', 'Finite Element Analysis', 'Large Air Gap', 'Magnetic cores', 'Electric Vehicles', 'LLC Converter', 'Air gaps', 'Optimal Strategy', 'Solid modeling', 'Design Method', 'Magnetic Field', 'Simulation Results', 'Winding Loss', 'Optimization Method', '2D Simulations', 'Loss Model', 'Proximity Effect', 'Skin Depth', 'Design methodology', 'magnetic component', 'FEA simulation', 'Magnetic Field Strength', 'Computational modeling', 'Litz Wire', 'Electric Vehicles Charging', 'winding loss', 'Windings', 'Wire Resistance', 'Finite Element Analysis Simulation', 'Transformer', 'Ohm’s Law', 'Pareto Front', '3D Simulation', 'Air Gap', 'core loss', 'Impedance', 'Atmospheric modeling', 'Design Strategies', 'Modeling Method', 'Turns Ratio', 'Core Loss']",energy power voltage analysis electric,8,Energy and Power Systems
1727,State Key Laboratory of Liver Research,Thailand,0.120671581,0.009091238,0.579195687,0.009092053,0.009091782,0.0090917,0.009094381,0.236487428,0.009091038,0.009093113,['Not Available'],cancer health stress cell thailand,0,Medical Science
1728,State Key Laboratory of Maritime Technology and Safety,China,0.009093245,0.009092751,0.009090996,0.009091348,0.009091292,0.009091302,0.009091161,0.009092456,0.91817307,0.00909238,"['Lyapunov Function', 'External Disturbances', 'path following control', 'Control Design', 'Optimal Control', 'back-stepping method', 'Input Signal', 'Donation', 'Sway Velocity', 'Neural networks', 'Stability analysis', 'hysteretic quantizer', 'Heading Angle', 'Actuators', 'Control Strategy', 'USV-UAV', 'Quantization (signal)', 'Adaptive Law', 'Artificial Potential Field', 'Autonomous aerial vehicles', 'Robustness', 'Control Input', 'Unmanned Aerial Vehicles', 'Adaptive systems', 'Reference Signal', 'Autonomous Surface Vehicles', 'Communication Rate']",energy power voltage analysis electric,8,Energy and Power Systems
1729,State Key Laboratory of Millimeter Waves,China,0.01111204,0.361888185,0.011113241,0.549214405,0.011112328,0.01111209,0.01111335,0.01111167,0.011111422,0.011111268,"['Integral Intensity', 'Flux Components', 'Surface Integrity', 'Dielectric Sheet', 'Coordinates Of Points', 'Integral equations', 'Target Geometry', 'Control Points', 'thin dielectric sheet (TDS)', 'Integral equation method', 'Target Shape', 'Integral Equation Method', 'Thin Layer', 'Thin Structures', 'Electromagnetic scattering', 'Non-uniform Rational B-splines Surface', 'Computational modeling', 'Accurate Method', 'Thin Sheet', 'Efficiency Of Method', 'Integral Equation', 'non-uniform rational B-spline (NURBS) surface', 'Surface Model', 'Thin Dielectrics', 'Target Features', 'Mathematical models', 'Surface reconstruction', 'Dielectrics', 'Surface topography']",covid 19 analysis optical acid,4,Disease Analysis
1730,State Key Laboratory of Mobile Network and Mobile Multimedia Technology,China,0.413173362,0.578129789,0.001087012,0.001087374,0.001087031,0.001087052,0.001087034,0.001087086,0.001087227,0.001087033,"['Finite Element Analysis', 'Manufacturing Process', 'Pack Size', 'Influence Of Thickness', 'Influence Of Ratio', 'High Temperature', 'Temperature distribution', 'acoustic microscope', 'Simulation Results', 'Maximum Stress', 'Thermal analysis', 'ultrasonic cutting technology', 'Finite Element', 'Increase In Thickness', 'Integrated circuits', 'Acoustic Imaging', 'Temperature Rise', 'Tensile stress', 'Larger Package', 'delamination', 'Board Level', 'Thermal Expansion', 'Thermal Conductivity', 'Curing Temperature', 'Flip-chip Ball Grid Array', 'Tensile Stress', 'Stress Distribution', 'Coverage Ratio', 'Heat Dissipation', 'thermal interface material', 'Printed Circuit Board', 'Central Stress', 'Thermal Interface Materials', 'Temperature Drop', 'Edge Area', 'Scanning Electron Microscopy', 'Acoustics', 'Failure Analysis', 'finite element analysis', 'Microscopy', 'Materials reliability']",cells frequency antenna communication array,7,Telecommunication Engineering
1731,State Key Laboratory of Nuclear Physics and Technology,France,0.007692438,0.007692712,0.007693157,0.007692464,0.007692536,0.007692308,0.007692331,0.140899124,0.7975595,0.007693429,['Not Available'],energy power voltage analysis electric,8,Energy and Power Systems
1733,State University of Malang,Indonesia,0.668810775,0.00166678,0.001666896,0.00166695,0.220359505,0.001666874,0.001667071,0.099161056,0.001666919,0.001667173,"['Revision Process', 'Instrument Items', 'Mobile Learning', 'Processing Field', 'Previous Stage', 'Data analysis', 'Informatics', 'Learning Sites', 'Learning Process', 'Learning management systems', 'Observation Results', 'Vocational School', 'accessibility', 'learning management system', 'Mobile learning', 'Media', 'Merdeka curriculum', 'Learning Management System', 'Increase In Availability', 'Discussion forums', 'Local Network', 'Vocational High School', 'Student Access', 'Learning Materials', 'Internet Access']",learning network data model neural,3,Artificial Intelligence
1734,Statens Naturhistoriske Museum,Thailand,0.011111585,0.011112034,0.011113104,0.011111146,0.011113034,0.011112036,0.899988374,0.011113225,0.01111175,0.011113711,"['Malaxideae', 'SE Asian biodiversity', 'systematic', 'taxonomy']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1735,Stefan Meyer Institute for Subatomic Physics,France,0.008335452,0.095553146,0.837763014,0.008333413,0.008333879,0.00833558,0.008333909,0.008336602,0.008336631,0.008338374,['Not Available'],cancer health stress cell thailand,0,Medical Science
1738,Step Up Consulting,Philippines,0.011111311,0.011112188,0.011112613,0.011111906,0.159099343,0.636146411,0.126968313,0.011113652,0.01111233,0.011111933,"['3D Printing', 'User Requirements', 'Resource Constraints', 'Diffusion Of Innovation', 'Innovation Process', 'Restaurants', 'Practical Insights', 'Need For Innovation', 'Government', 'Environmental Sustainability', 'Information And Communication Technologies', 'Indian Women', 'Ability Of Factors', 'Raw Materials', 'Open Dataset', 'Empirical Research', 'Innovation Development', 'Frugal Innovation', 'Institutional Voids', 'Technological innovation', 'Bottom Of The Pyramid', 'Research Objectives', 'Small Businesses', 'Small And Medium-sized Enterprises', 'Innovation Projects', 'Socioeconomics', 'Stakeholders', 'Open Data', 'Ecosystems', 'Big Data', 'Information Technology', 'Regulation', 'Clean Data']",control species activity antioxidant thailand,6,Environmental Science
1739,Sterrewacht Leiden,France,0.011111189,0.011112422,0.011111562,0.011111153,0.011111585,0.011111294,0.011111174,0.434911178,0.011111333,0.47619711,"['Galaxies: Active', 'Galaxies: Evolution', 'Galaxies: High-redshift', 'Galaxies: Photometry', 'Galaxies: Star formation', 'Submillimeter: Galaxies']",thailand social business based technology,1,Social and Business Studies
1741,Stillwater,China,0.007142857,0.007143134,0.007143489,0.007144728,0.007144485,0.39054354,0.007144844,0.403432694,0.007143253,0.156016975,"['separability', 'Finite difference methods', 'Optimization', 'large-scale global optimization', 'differential grouping', 'Vectors', 'Artificial intelligence', 'computational resource consumption', 'Computational efficiency', 'Computational complexity', 'Cooperative co-evolution (CC)', 'Search problems']",carbon oil acid properties kidney,9,Chemical Science
1742,Sudan University of Science and Technology,Sudan,0.28828679,0.011115693,0.300673894,0.011111162,0.131076384,0.011111205,0.2132861,0.011111642,0.011112003,0.01111513,['Not Available'],cancer health stress cell thailand,0,Medical Science
1743,Suez University,France,0.006252949,0.006250314,0.188225014,0.668777264,0.006250836,0.006250206,0.006250575,0.006250891,0.006251834,0.099240118,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Jets']",covid 19 analysis optical acid,4,Disease Analysis
1744,Sugiyama Jogakuen University,Thailand,0.01111663,0.011113651,0.011114888,0.151666383,0.011112683,0.548676242,0.011115078,0.011112734,0.221856937,0.011114774,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
1745,Suita,Japan,0.609685129,0.003125176,0.003125082,0.003125812,0.151706657,0.003125016,0.00312579,0.003125043,0.157450761,0.062405533,"['Machine learning', 'Finite Element Method', 'Multiple Regression Analysis', 'Approximation Theorem', 'Knowledge engineering', 'Final Layer', 'Training Data', 'Black Dots', 'Input Values', 'Optimal Learning', 'Stopping Condition', 'Training data', 'Conditional Value', 'Number Of Training Data', 'Training', 'Activation Function', 'Early Stopping', 'Hyperparameters', 'Data models', 'Hybrid Neural Network', 'Machine Learning', 'Nonlinear Estimation', 'Proper Learning', 'Final Output Layer', 'Nodes In Layer', 'Linear Activation Function', 'Neural Network', 'Intermediate Layer', 'Neural networks', 'Nonlinear Part', 'Neural Network Approximation', 'System integration', 'Accurate Estimation', 'Neural Network Structure', 'Deductive']",learning network data model neural,3,Artificial Intelligence
1746,Sulaymaniyah,Ukraine,0.899995072,0.011112055,0.011111117,0.011111243,0.011111159,0.011111195,0.011114538,0.011111134,0.011111288,0.011111199,"['Orthogonal Frequency Division Multiplexing', 'Multiple-input Multiple-output Systems', 'Spectral Efficiency', 'Non-orthogonal Multiple Access', 'Target Rate', 'Decoding', 'Orthogonal Multiple Access', 'Access Strategies', 'Capacity Of System', 'Wireless', 'Wireless communication', 'Fading channels', 'Wireless Networks', 'Probability', 'Wireless Systems', 'Power Amplifier', 'Power demand', 'Non-orthogonal Multiple Access System', 'Spectral efficiency', 'Outage Probability', 'Multiple-input Multiple-output', 'Energy Efficiency', 'Wireless Communication Systems', 'Communication Network', 'Power Consumption', 'System Performance', 'Practitioners In The Field', 'Multiple Access System', 'Successive Interference Cancellation', 'Spectrum Efficiency', 'Base Station', 'Time Slot', 'Multiple Access', 'OFDM', 'Valuable Resource For Research', 'NOMA', 'Performance Metrics']",learning network data model neural,3,Artificial Intelligence
1750,Sungkyunkwan University,Belgium,0.636479016,0.010000991,0.01000014,0.010001307,0.010003175,0.283512112,0.010000761,0.010001541,0.010000464,0.010000493,"['Conduct', 'Education', 'Ethics', 'Medical physics', 'Research']",learning network data model neural,3,Artificial Intelligence
1751,Sunway University,Malaysia,0.834032342,0.156554342,0.001177008,0.001176561,0.001176608,0.001176795,0.001176615,0.00117657,0.001176644,0.001176514,"['3D Point Cloud', 'Objective Scanner', '3D Point', 'Digitalization', 'Construction Industry', 'Object Recognition', 'Localizer Scan', 'Industrial Engineering', 'Coordination Sphere', '3D point clouds', 'Buildings', 'Scanning Strategy', 'Laser modes', 'TLS', 'Unmanned Aerial Vehicles', 'Hidden Object', 'Scanning Device', 'Acoustic', 'Laser Scanning', 'Point cloud compression', 'Scan Position', 'Data models', 'Scanning Technology', 'Solid modeling', 'Three-dimensional displays', 'Point Cloud', 'Number Of Objects', 'Operation Of Facilities', 'Terrestrial Laser Scanning', 'Automatic Registration', 'Common Coordinate System', 'As-built Facilities', 'Management System', 'BIM', 'Impact Of Digitalization', 'Operation And Maintenance', 'AEC', 'Facility Managers', 'Welding', 'Registration Process', 'Concrete Walls', 'Building Information Modelling']",learning network data model neural,3,Artificial Intelligence
1752,Suranaree University of Technology,Thailand,0.008336581,0.368009954,0.008334063,0.008338728,0.00833768,0.008333971,0.565299067,0.00834146,0.008334395,0.008334102,"['Booting stage', 'Light saturation point', 'Nucleolin', 'Photosynthesis', 'RNA binding protein', 'Salt stress', 'Transcriptome']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1753,Surathkal,India,0.008333458,0.008333856,0.008334737,0.008335404,0.00833547,0.75091124,0.094231462,0.008333371,0.09651452,0.008336481,"['Hidden Markov models', 'COVID-19', 'Highest Infection Rate', 'Feature Matrix', 'Time Series Models', 'Hidden State', 'Manufacturing', 'Autoregressive Integrated Moving Average', 'Training Set', 'Hidden Markov Models (HMMs)', 'Time Series Analysis', 'Patterns In Data', 'Data Preprocessing', 'Viterbi', 'Decision making', 'Forward Algorithm', 'Data Frame', 'Train-test Split', 'Infection Rate', 'Number Of Deaths', 'Pandemic', 'Forecast Accuracy', 'Time Series Data', 'Hidden Markov Model', 'COVID-19 Transmission', 'Technological innovation', 'Time Series', 'Market research', 'Disease Transmission', 'Mortality Rate', 'Maximum Mortality', 'Death Rate', 'Correlation Analysis', 'Time Series Prediction', 'Linear Dependence', 'Non-linear Patterns', 'Pandemics', 'Number Of Data Points', 'State Data', 'COVID-19 Data', 'Spread Of Infectious Diseases', 'United States Of America']",control species activity antioxidant thailand,6,Environmental Science
1754,Surveillance,Sweden,0.832411776,0.001315922,0.001316029,0.00131588,0.00131588,0.001315905,0.001315844,0.001315937,0.157060926,0.001315901,"['Satellites', 'Internet Of Things Applications', 'Potential Of Modulation', 'Peak-to-average Power Ratio', 'Low Earth Orbit', 'Transmission Link', '6G mobile communication', 'Multiple-input Multiple-output Systems', 'Reconfigurable Intelligent Surface', 'Doppler Shift', 'Modulation Waveform', 'Non-orthogonal Multiple Access', 'Modulation', 'Reflection', 'Mobile Network', 'Robust Link', 'Time-varying Channel', 'Ad Hoc Networks', 'Non-terrestrial Networks', '5G mobile communication', 'Airborne Platforms', 'Bit Error Rate Performance', 'High Communication', 'Unmanned Aerial Vehicles', 'Time Frequency', '5G Networks', 'Internet Of Things', 'Terrestrial Networks', 'Doppler effect', 'Massive Machine-type Communications', 'Delays', 'Orthogonal Time Frequency Space', 'Satellite System', 'Orthogonal Frequency Division Multiplexing', 'Future Generations', 'Low Energy Consumption', 'Bit Error Rate']",learning network data model neural,3,Artificial Intelligence
1755,Suzhou,China,0.394529162,0.005882533,0.005883131,0.00588414,0.558400866,0.005884581,0.00588311,0.005883416,0.005884828,0.005884233,"['Focusing', 'Linear Projection', 'Training Data', 'Training Phase', 'Inference Phase', 'Multilayer Perceptron', 'Linear Layer', 'Chest X-ray Images', 'Self-supervised Learning', 'Attention Map', 'Alignment Strategy', 'Text Encoder', 'Representational Similarity', 'Local Features', 'Long-tailed Distribution', 'Medical Reports', 'Training', 'Image Encoder', 'Radiology', 'Textual Features', 'Attention Mechanism', 'Number Of Images', 'Medical Imaging', 'Image Area', 'Manuals', 'Matthews Correlation Coefficient', 'Rare Disease', 'Similarity Matrix', 'Global Features', 'Semantics', 'Board-certified Radiologist', 'Semantic', 'Pattern recognition', 'Image Features', 'Medical Classification', 'Zero-shot Classification', 'Zero-shot learning']",hiv thailand bone cells poly,5,Biomedical Research
1757,Suzhou University of Science and Technology,China,0.065992706,0.001562853,0.001562578,0.001562593,0.00156256,0.001562667,0.001562659,0.001562984,0.921505754,0.001562646,"['Star Image', 'Image sensors', 'Operation Time', 'Convolutional Layers', 'ResNet-50', 'Estimation', 'Ability Of The Sensor', 'Strong Noise', 'Space vehicles', 'Faster-RCNN', 'star sensor', 'Stars', 'Image Plane', 'Gaussian noise', 'Training', 'star image extraction', 'Gaussian Noise', 'Interference', 'Star Sensor', 'Loss Function', 'Regression Network', 'Defocus']",energy power voltage analysis electric,8,Energy and Power Systems
1758,Sveriges lantbruksuniversitet,Thailand,0.006666783,0.440596521,0.506066976,0.00666717,0.006667055,0.006667099,0.006667337,0.006667258,0.006666808,0.006666992,"['Canopy transpiration', 'Evapotranspiration', 'Growing season', 'Pinus', 'Precipitation', 'Water balance']",cancer health stress cell thailand,0,Medical Science
1759,Swansea University,China,0.531098468,0.002326463,0.450291724,0.002325802,0.002325948,0.002326125,0.002327392,0.002325802,0.002326436,0.002325839,"['Service robots', 'New Variables', 'Ability Of The Algorithm', 'Root Mean Square Error', 'Unscented Kalman Filter', 'Machining', 'Position Error', 'Calibration Process', 'Multilayer Perceptron Neural Network', 'Variable Step-size Levenberg-Marquardt', 'Kalman Filter', 'Coordinate System', 'Transformation Matrix', 'Kalman Filter Algorithm', 'Experimental Verification', 'Noise Issues', 'Levenberg-Marquardt Algorithm', 'Artificial Neural Network', 'Industrial Robots', 'Robot Calibration', 'Variable Step Size', 'Comparative Experiments', 'Robot sensing systems', 'Calibration', 'Objective Function', 'Calibration Method', 'Differences In Parameters', 'Evaluation Rules', 'Neural networks', 'End-effector Position', 'Kinematic Parameters', 'Extended Kalman Filter', 'Measurement Points', 'Nominal Length', 'Computational Efficiency', 'Production', 'Welding', 'Local Optimum', 'Absolute Positioning Accuracy']",learning network data model neural,3,Artificial Intelligence
1760,Swiss Agency for Development and Cooperation,Belgium,0.010000001,0.010001168,0.214095256,0.01,0.010000001,0.01,0.01,0.705894843,0.01000009,0.01000864,"['Cambodia', 'catastrophic health expenditure', 'health economics', 'health financing', 'inequality', 'out-of-pocket health expenditure', 'poverty', 'survey']",carbon oil acid properties kidney,9,Chemical Science
